Sr No.,Name,Roll No,Branch,Python-1,SQL,Calculus-1,Python-2,Hackathon-1,Calculus-2,SM-1,Linear Algebra,Discrete Mathematics,Hackathon-2,DSA,SM-2
571,Jessica Bruce,STU0571,B.Tech CSE,34.09,35.87,96.78,28.73,100.0,60.93,52.3,61.91,100.0,25.16,21.99,31.13
572,Lisa Avila,STU0572,B.Tech AIDS,50.8,6.86,50.56,92.34,53.79,42.68,34.55,72.46,29.35,96.16,98.33,56.42
573,Caitlin Cunningham,STU0573,B.Tech AIML,49.71,75.77,77.37,29.85,36.84,16.94,60.23,66.67,16.25,38.62,16.32,27.53
574,Casey Wu,STU0574,B.Tech AIDS,63.78,31.66,42.48,9.32,54.67,48.89,31.78,45.27,54.51,29.63,13.09,95.14
575,Debra Gomez,STU0575,B.Tech AIDS,34.17,47.58,75.27,100.0,18.89,61.25,32.31,36.53,31.99,21.86,48.97,13.14
576,Dawn Schneider,STU0576,B.Tech CSE,73.67,51.38,60.56,38.35,40.82,57.19,20.9,41.05,28.51,27.74,0.0,83.48
577,Matthew Jackson,STU0577,B.Tech AIML,32.84,79.08,76.72,17.85,22.79,100.0,93.77,49.21,56.43,34.23,60.81,32.07
578,Daniel Herrera,STU0578,B.Tech AIML,0.0,16.96,50.53,21.72,48.32,23.13,30.44,71.33,56.19,49.76,71.97,62.02
579,Patricia Alexander,STU0579,B.Tech AIDS,86.16,38.5,39.26,17.47,39.28,74.12,82.5,74.01,5.15,77.08,4.04,72.45
580,David Wade,STU0580,B.Tech AIDS,40.81,67.56,16.69,79.28,13.38,33.29,25.05,6.14,52.36,95.15,100.0,52.43
581,Sean Hamilton,STU0581,B.Tech AIDS,77.92,55.8,62.47,41.45,54.88,63.44,35.54,48.06,48.54,70.66,23.35,48.71
582,Jesse Patton,STU0582,B.Tech CSE,97.8,79.1,83.73,50.61,58.02,75.06,89.01,1.21,17.11,82.74,43.08,33.21
583,Amanda Gibson,STU0583,B.Tech AIML,18.65,36.12,14.94,100.0,49.44,48.55,64.7,74.06,73.65,76.84,34.23,42.55
584,Joshua Davis,STU0584,B.Tech AIML,69.23,36.82,49.87,59.97,69.63,5.56,67.87,44.16,67.69,69.42,90.2,83.84
585,Roy Gonzales,STU0585,B.Tech CSE,83.66,86.09,57.28,50.8,71.82,68.3,42.27,60.12,49.12,28.65,82.26,51.38
586,Thomas Chan,STU0586,B.Tech AIML,100.0,9.36,36.08,50.82,78.43,59.99,57.76,21.82,21.08,58.06,15.9,36.7
587,Trevor Perry,STU0587,B.Tech AIDS,62.52,25.44,90.13,80.6,10.71,26.69,0.0,30.44,69.16,39.65,61.52,11.94
588,Ruben Kennedy,STU0588,B.Tech CSE,69.95,36.12,50.3,47.68,18.21,21.17,74.19,59.97,76.25,58.12,53.57,6.85
589,Logan Page,STU0589,B.Tech AIML,43.24,49.32,98.83,67.17,88.4,64.94,32.22,52.93,55.91,26.52,40.39,44.86
590,Sharon Thompson,STU0590,B.Tech AIDS,90.14,0.0,80.15,26.58,15.7,79.5,68.3,81.36,70.02,100.0,63.97,46.09
591,Charles Barker,STU0591,B.Tech AIML,58.57,81.09,30.52,33.7,42.28,0.0,53.45,2.85,51.33,71.63,38.08,91.93
592,Timothy Hale,STU0592,B.Tech CSE,13.49,79.78,66.88,7.1,100.0,48.41,28.06,14.82,44.5,46.81,52.57,42.56
593,Kelly Warner,STU0593,B.Tech AIML,65.83,40.31,1.63,46.27,0.0,58.84,25.52,54.08,82.85,26.28,76.53,39.17
594,Megan Morales,STU0594,B.Tech AIML,93.83,40.87,28.99,67.18,39.11,28.96,38.05,48.88,83.55,1.65,50.58,65.62
595,David Coffey,STU0595,B.Tech AIML,54.84,82.75,48.14,45.39,64.81,52.48,40.24,62.9,33.69,34.72,36.8,83.83
596,Christopher Bailey,STU0596,B.Tech AIML,0.0,59.89,50.86,7.98,57.74,61.89,64.74,0.0,84.16,31.56,67.16,68.53
597,Stacey Underwood,STU0597,B.Tech AIML,28.08,66.51,40.36,0.0,79.19,30.62,28.64,39.92,56.81,48.57,63.7,16.51
598,Elizabeth Chandler,STU0598,B.Tech AIDS,31.44,47.1,97.45,47.15,77.13,50.96,37.91,43.83,45.79,65.09,84.37,58.99
599,Dakota Bishop,STU0599,B.Tech CSE,79.68,25.88,39.63,31.89,57.86,41.03,68.24,26.72,51.08,67.17,0.0,100.0
600,Carlos Boone,STU0600,B.Tech AIML,42.92,0.0,53.95,50.84,47.95,74.78,68.69,57.45,61.25,47.39,94.39,13.02
601,Mitchell Ponce,STU0601,B.Tech CSE,53.49,51.63,70.33,28.9,6.41,53.92,57.03,87.24,18.24,78.87,100.0,40.56
602,Debbie Garner,STU0602,B.Tech AIDS,17.73,39.83,50.35,64.09,35.22,88.88,22.14,6.52,77.67,0.0,44.9,100.0
603,Nicholas Greene,STU0603,B.Tech AIDS,49.7,21.98,48.57,48.73,54.02,66.56,24.02,92.19,56.13,68.17,34.3,82.16
604,Ralph Allen,STU0604,B.Tech CSE,43.57,56.94,26.67,25.08,67.21,38.91,28.65,33.92,67.47,34.27,47.06,50.38
605,Heather Turner,STU0605,B.Tech CSE,2.07,13.22,58.41,31.57,76.42,74.17,67.98,95.49,47.92,66.22,35.39,100.0
606,Jeremy Wade,STU0606,B.Tech CSE,99.59,50.3,59.66,83.98,46.32,33.58,71.85,51.96,54.57,29.14,7.06,55.9
607,Kayla Wheeler,STU0607,B.Tech AIDS,72.62,44.35,85.91,32.4,23.63,48.32,47.94,69.25,30.63,84.2,99.17,49.02
608,Susan Kaufman,STU0608,B.Tech AIML,81.24,23.59,76.88,76.18,71.59,49.61,0.0,33.96,34.35,25.54,53.06,39.53
609,Diana Rose,STU0609,B.Tech CSE,29.38,23.53,32.11,78.04,33.47,37.13,38.58,58.47,61.41,0.0,75.54,85.91
610,Lindsay Thomas,STU0610,B.Tech AIML,23.75,25.69,38.74,31.1,55.6,1.34,22.05,88.48,26.79,81.09,58.88,4.77
611,Brian Solomon,STU0611,B.Tech AIDS,65.88,47.06,38.61,56.12,61.87,67.69,79.46,60.2,15.61,38.16,100.0,68.11
612,Sean Jordan,STU0612,B.Tech CSE,100.0,84.89,56.05,57.54,49.09,6.55,50.45,80.27,35.01,60.3,71.29,27.26
613,David Morales,STU0613,B.Tech AIDS,38.72,24.55,29.45,17.81,27.49,85.49,27.11,53.16,37.43,79.47,82.78,71.6
614,Paul Sanford,STU0614,B.Tech AIML,57.65,44.22,20.2,98.59,31.01,66.59,76.49,36.12,75.95,69.11,93.2,38.27
615,David Strong,STU0615,B.Tech AIML,17.85,37.36,55.22,51.46,40.16,2.27,61.76,99.31,61.61,65.23,64.31,59.93
616,Amber Buchanan,STU0616,B.Tech AIDS,73.29,59.88,42.18,30.1,43.78,57.85,42.1,57.86,60.98,70.83,82.07,51.95
617,Elizabeth Sanders,STU0617,B.Tech CSE,17.31,41.37,51.1,4.11,84.72,53.56,59.53,84.14,34.25,64.35,47.25,45.4
618,Benjamin Campbell,STU0618,B.Tech AIDS,30.7,91.64,40.61,67.49,3.12,79.5,76.31,52.44,44.33,60.0,100.0,5.92
619,Melissa Ward,STU0619,B.Tech CSE,69.55,27.21,49.5,43.8,39.29,49.74,21.65,75.73,5.15,63.49,41.84,20.73
620,Ricardo Hernandez,STU0620,B.Tech CSE,55.06,11.08,50.99,14.43,61.53,26.89,38.73,57.35,30.69,48.55,12.15,65.77
621,Karen Johnson,STU0621,B.Tech CSE,94.12,100.0,52.28,69.71,5.48,87.57,69.41,37.9,80.93,43.64,38.55,61.88
622,Eddie Martin,STU0622,B.Tech CSE,23.42,75.54,23.6,23.75,27.26,68.99,34.58,16.3,34.86,49.2,20.48,21.21
623,Brandy Davis,STU0623,B.Tech AIML,100.0,28.49,41.92,40.82,39.47,65.53,73.7,42.35,19.09,81.86,47.62,93.26
624,Peggy Brown,STU0624,B.Tech AIDS,0.0,54.89,97.97,41.17,44.36,57.39,36.03,42.2,41.55,34.31,80.72,61.53
625,Andrew Rodriguez,STU0625,B.Tech CSE,56.27,70.21,43.39,30.64,34.93,50.04,23.52,37.49,37.1,100.0,0.0,45.51
626,Mitchell Sanchez,STU0626,B.Tech CSE,93.14,53.05,68.84,52.5,33.32,0.0,55.14,30.61,29.99,37.53,93.62,100.0
627,Sherry Parker,STU0627,B.Tech CSE,55.43,38.38,20.57,61.71,94.57,43.82,0.0,66.75,74.63,10.35,54.41,61.28
628,Teresa Owens,STU0628,B.Tech CSE,48.17,30.23,75.4,39.92,12.87,0.0,81.52,65.42,52.2,38.99,36.78,23.11
629,Keith West,STU0629,B.Tech CSE,39.21,0.0,31.6,42.23,65.25,49.0,69.87,83.73,76.45,61.76,50.3,25.48
630,Jermaine Burton,STU0630,B.Tech AIDS,68.5,91.99,58.55,97.93,11.86,21.15,71.38,56.61,82.84,49.61,28.3,44.66
631,Karen Gomez,STU0631,B.Tech AIDS,11.68,21.79,74.31,71.82,59.08,6.97,41.04,19.38,79.41,35.41,22.86,50.74
632,Danielle Ferguson,STU0632,B.Tech AIML,34.0,87.09,31.63,15.02,0.0,49.23,35.95,14.28,79.73,66.68,49.29,84.11
633,David Lopez,STU0633,B.Tech AIDS,66.56,29.43,24.02,70.45,59.91,54.24,28.84,65.2,31.11,47.45,86.17,33.48
634,Justin Frey,STU0634,B.Tech AIDS,10.68,23.69,74.86,56.37,46.78,37.27,62.13,28.77,57.64,31.72,27.56,34.06
635,Gabriel Brown,STU0635,B.Tech AIML,40.61,48.78,55.89,0.0,29.81,40.21,87.63,23.0,54.07,87.38,17.18,59.85
636,Lee Fernandez,STU0636,B.Tech AIDS,29.94,37.38,29.92,31.7,100.0,71.11,77.54,62.3,9.84,59.87,76.82,28.67
637,Angela Baldwin,STU0637,B.Tech AIML,74.13,67.61,96.3,39.56,22.56,40.96,85.89,4.29,0.0,52.23,38.94,50.19
638,Mark Osborne,STU0638,B.Tech AIDS,73.63,36.19,3.17,100.0,25.07,23.52,77.59,40.39,48.42,62.07,77.09,41.66
639,Alison Boone,STU0639,B.Tech AIDS,88.0,0.0,68.99,29.01,84.31,53.55,33.18,66.57,72.33,66.05,24.26,37.9
640,Chad Cooper,STU0640,B.Tech AIML,49.9,48.97,68.74,0.0,58.36,42.75,29.04,31.44,44.64,0.0,32.47,28.1
641,Hannah Smith,STU0641,B.Tech AIDS,63.32,29.86,44.62,88.56,74.86,72.56,37.5,63.58,44.15,45.1,60.24,35.08
642,Thomas Hansen,STU0642,B.Tech CSE,87.33,46.0,65.46,86.39,75.79,14.78,61.12,71.27,72.3,22.17,33.57,74.86
643,Mr. Joseph Ward PhD,STU0643,B.Tech AIML,30.96,42.51,89.4,48.81,31.83,28.06,58.32,16.67,43.82,58.33,82.48,66.69
644,Jessica Stout,STU0644,B.Tech AIML,32.15,79.46,42.51,19.11,45.7,85.95,54.13,50.31,90.93,14.22,17.86,9.6
645,Allison Alexander,STU0645,B.Tech AIDS,59.32,54.16,88.57,56.09,39.9,50.04,52.94,8.21,100.0,63.0,55.25,65.38
646,Sherri Greer,STU0646,B.Tech CSE,67.74,46.49,34.22,64.99,59.64,29.75,85.48,57.33,68.25,84.8,50.55,57.92
647,Kristen Little,STU0647,B.Tech CSE,70.25,31.88,51.35,53.14,26.1,100.0,14.82,17.55,82.86,67.83,24.35,65.18
648,Mr. John Rice,STU0648,B.Tech AIML,86.7,49.24,100.0,6.9,67.35,79.16,72.28,44.89,42.74,61.1,70.39,65.06
649,David Shaw,STU0649,B.Tech AIML,76.0,24.53,44.31,26.5,40.35,75.38,52.7,100.0,54.84,51.49,52.65,34.05
650,Kent Gross,STU0650,B.Tech AIML,48.55,78.19,52.85,30.16,26.87,38.74,51.85,79.84,16.49,42.0,53.61,4.16
651,Jennifer Turner,STU0651,B.Tech AIDS,29.16,33.0,30.1,54.8,45.99,36.12,60.7,93.08,90.98,1.93,64.43,45.55
652,Billy Mullen,STU0652,B.Tech AIDS,53.88,40.04,52.94,53.79,35.53,27.59,38.78,55.86,64.97,71.33,37.65,57.1
653,Robert Carney,STU0653,B.Tech CSE,74.06,79.14,48.53,44.48,54.78,21.26,45.16,68.61,66.05,43.24,55.44,29.38
654,Wayne Hughes,STU0654,B.Tech CSE,67.59,48.05,43.1,40.96,48.43,38.8,66.45,40.12,89.82,86.63,27.71,51.74
655,James Ballard,STU0655,B.Tech CSE,33.73,41.83,100.0,42.31,59.01,63.53,24.98,28.62,19.85,27.85,0.0,63.61
656,Dana George,STU0656,B.Tech AIDS,100.0,53.7,14.59,33.93,38.53,24.56,71.5,70.26,21.11,68.13,88.17,97.56
657,Rachel Thomas,STU0657,B.Tech AIDS,100.0,27.45,100.0,41.14,35.19,58.18,35.45,59.98,17.0,44.03,82.14,48.57
658,William Pierce,STU0658,B.Tech AIML,53.54,61.88,79.27,8.62,64.61,43.3,54.17,76.5,20.15,24.68,1.61,36.27
659,Christina Williams,STU0659,B.Tech CSE,83.26,46.99,16.5,37.86,12.8,21.87,59.72,20.65,77.82,48.22,52.14,43.04
660,Kelly Stephens,STU0660,B.Tech AIML,69.32,69.58,58.38,64.12,44.7,63.56,41.55,50.06,43.13,38.57,32.77,61.69
661,Dr. Lee Davis MD,STU0661,B.Tech CSE,82.77,79.28,18.59,82.23,42.05,65.02,27.34,53.55,57.84,12.88,65.21,83.65
662,Gary Silva,STU0662,B.Tech AIML,45.63,84.0,45.26,71.24,0.0,100.0,87.39,42.88,0.7,57.2,13.9,61.12
663,Pamela Smith,STU0663,B.Tech AIDS,60.29,26.46,78.02,70.14,74.4,50.22,14.61,74.45,43.24,15.26,83.8,100.0
664,Martin Ware,STU0664,B.Tech AIML,48.97,100.0,52.28,40.49,34.24,90.93,30.5,68.38,36.02,38.49,75.76,40.5
665,Maria Monroe,STU0665,B.Tech AIDS,39.88,78.32,89.93,66.12,33.63,37.23,52.0,58.02,25.3,68.08,52.14,7.11
666,Kelsey Compton,STU0666,B.Tech CSE,26.78,37.4,48.18,97.23,55.95,28.98,55.52,41.2,58.12,64.51,80.23,49.39
667,Edward Briggs,STU0667,B.Tech AIDS,90.97,72.7,32.31,100.0,58.17,29.12,91.32,100.0,49.17,37.41,45.69,67.87
668,Tony Wilson,STU0668,B.Tech CSE,81.95,64.26,52.54,87.45,42.18,75.77,42.8,60.78,47.16,48.6,40.57,83.62
669,Sean Wheeler,STU0669,B.Tech CSE,31.68,31.49,100.0,74.45,0.0,35.87,4.7,26.23,0.0,46.58,21.45,51.5
670,Stacey Schneider,STU0670,B.Tech CSE,9.37,52.07,39.63,87.55,85.28,69.63,41.83,99.63,11.17,14.91,47.91,100.0
671,Daniel Perez,STU0671,B.Tech AIML,44.94,45.42,13.95,73.65,73.83,69.73,34.27,32.33,17.67,52.1,22.99,20.56
672,Sara Martinez,STU0672,B.Tech CSE,39.41,37.77,36.55,61.66,51.98,42.8,54.58,25.21,52.63,53.77,12.42,74.89
673,Kathleen Hill,STU0673,B.Tech CSE,27.96,52.26,79.11,73.14,50.86,40.94,73.69,66.87,34.54,30.13,0.0,53.85
674,Rachel Moore,STU0674,B.Tech CSE,47.93,78.4,58.98,83.36,32.57,78.45,36.78,69.44,13.53,55.88,0.38,43.32
675,Kelsey Lozano,STU0675,B.Tech AIDS,61.01,36.98,23.74,71.15,47.41,37.76,51.05,100.0,78.84,79.06,60.89,54.16
676,William Cameron,STU0676,B.Tech AIML,0.0,33.03,37.99,3.13,21.06,0.48,49.04,70.47,77.67,60.37,25.92,1.7
677,Rebecca Cunningham,STU0677,B.Tech AIML,6.08,18.28,27.78,46.01,24.65,58.47,44.19,50.26,78.51,20.49,60.47,49.65
678,Samantha Schmidt,STU0678,B.Tech AIML,41.66,72.13,71.98,26.34,45.45,57.03,43.17,64.63,57.03,95.81,11.74,46.94
679,Jose Hamilton,STU0679,B.Tech AIML,27.29,65.1,9.57,58.66,34.25,31.65,13.84,38.37,77.11,49.37,65.69,91.62
680,Gina Reyes,STU0680,B.Tech CSE,56.59,36.03,61.68,36.39,37.39,12.0,73.16,40.35,54.55,24.1,60.9,30.95
681,Angela Johnson,STU0681,B.Tech AIML,46.46,71.95,69.77,49.45,5.8,100.0,93.65,68.07,31.17,47.16,36.41,81.6
682,Randall Chavez,STU0682,B.Tech AIML,56.56,30.4,38.23,78.03,90.0,88.21,68.93,43.68,0.0,57.43,49.95,53.5
683,William Marks,STU0683,B.Tech AIDS,51.35,16.84,63.94,65.81,67.06,73.66,65.1,39.75,48.23,52.28,52.69,74.96
684,Steven Johnston,STU0684,B.Tech CSE,66.09,100.0,100.0,51.99,0.0,80.92,36.49,29.96,40.04,38.83,65.31,11.01
685,Jennifer Moss,STU0685,B.Tech AIDS,23.06,58.58,65.57,66.04,30.32,25.54,37.33,56.0,87.14,0.0,44.48,16.68
686,Loretta Thompson,STU0686,B.Tech CSE,8.69,74.17,63.62,61.24,73.03,38.01,39.18,100.0,43.84,68.38,50.16,3.79
687,Phillip Vance,STU0687,B.Tech AIML,0.0,35.53,76.4,69.71,72.85,25.32,90.4,25.88,55.32,49.74,45.65,83.46
688,Spencer Berry,STU0688,B.Tech CSE,32.37,16.26,50.5,40.0,100.0,66.91,39.77,23.6,2.99,24.37,52.87,85.68
689,Vickie Scott,STU0689,B.Tech AIDS,78.04,55.73,41.92,56.72,37.03,92.96,45.27,47.84,0.0,45.11,70.91,23.31
690,Randy Black,STU0690,B.Tech CSE,31.23,69.82,13.08,76.45,36.7,40.29,21.9,59.45,100.0,69.54,28.39,78.39
691,Donna Fuentes,STU0691,B.Tech AIML,42.08,84.36,70.17,0.0,24.9,73.61,53.79,24.41,34.16,2.34,47.79,100.0
692,Edward Riley,STU0692,B.Tech CSE,70.12,100.0,72.06,75.69,99.35,59.43,45.32,75.82,86.35,38.0,31.96,53.47
693,Olivia Walker,STU0693,B.Tech AIDS,70.79,69.95,14.4,97.79,33.97,43.37,27.43,100.0,56.05,28.73,71.6,69.23
694,Aaron Henry,STU0694,B.Tech AIDS,45.31,71.02,29.37,37.68,0.0,16.9,95.19,91.04,51.64,91.57,46.0,43.91
695,Sandra Thomas,STU0695,B.Tech CSE,51.41,46.88,44.62,78.58,53.75,67.81,75.78,59.7,25.74,16.18,53.72,45.72
696,Preston Johnson,STU0696,B.Tech AIDS,52.18,49.6,100.0,16.74,0.25,58.31,40.59,57.9,64.6,82.1,12.32,36.08
697,Joshua Hicks,STU0697,B.Tech AIML,60.72,69.26,100.0,73.89,48.58,27.74,35.89,35.18,66.38,56.42,16.91,39.1
698,Denise Brown,STU0698,B.Tech AIML,71.94,58.79,64.22,59.57,90.66,55.9,40.35,27.11,56.24,0.0,45.39,44.85
699,Samuel Hill,STU0699,B.Tech CSE,15.89,26.79,70.24,55.77,52.54,57.66,52.32,81.07,53.09,13.54,90.75,59.26
700,Donna Mcpherson,STU0700,B.Tech AIML,35.27,18.66,59.9,47.07,89.35,41.35,29.07,72.39,73.13,54.22,66.91,49.06
701,Shannon White,STU0701,B.Tech AIML,55.85,79.12,65.63,45.77,83.81,0.0,100.0,7.35,34.32,48.98,46.34,75.16
702,Kenneth Guerra,STU0702,B.Tech AIDS,23.55,56.52,35.54,57.38,48.38,52.32,36.25,37.25,57.18,73.59,35.04,28.28
703,Colleen Joyce,STU0703,B.Tech CSE,65.34,49.19,70.76,27.36,5.51,36.67,30.84,48.03,34.08,68.53,42.8,53.76
704,Claire Hebert,STU0704,B.Tech AIDS,53.94,54.87,49.4,62.77,30.11,84.99,44.09,17.21,54.7,28.72,66.63,100.0
705,Wesley Solomon,STU0705,B.Tech AIML,30.34,58.31,6.11,61.35,27.86,34.38,22.47,68.3,75.18,50.58,28.39,89.74
706,Angela Frazier,STU0706,B.Tech CSE,31.24,0.0,61.46,22.38,74.72,40.47,65.09,85.04,19.78,35.85,48.11,88.44
707,Julie Ford,STU0707,B.Tech AIDS,33.54,35.14,61.95,35.57,53.81,11.21,100.0,16.31,41.96,49.19,97.82,16.88
708,Jason Rich,STU0708,B.Tech AIDS,99.59,68.93,60.43,25.38,64.28,31.91,81.67,25.72,47.17,36.12,25.31,68.53
709,Stephanie Pratt,STU0709,B.Tech AIDS,63.39,80.23,5.5,76.6,100.0,38.71,97.38,43.42,15.69,42.36,76.21,29.05
710,Daniel Baker,STU0710,B.Tech CSE,34.99,64.84,50.08,64.62,55.95,61.99,39.19,55.79,26.82,82.21,34.14,78.22
711,Hector Wallace,STU0711,B.Tech CSE,44.16,55.05,37.63,24.6,6.38,23.62,41.9,55.3,75.26,38.86,27.95,13.93
712,Tracy Juarez,STU0712,B.Tech AIDS,62.0,84.58,81.66,67.75,65.96,92.44,58.3,66.15,41.98,15.95,32.9,49.77
713,Miguel Casey,STU0713,B.Tech CSE,51.52,98.16,52.03,79.47,39.12,42.21,16.77,31.44,63.17,50.19,73.57,54.53
714,Julia Jenkins,STU0714,B.Tech AIML,41.19,100.0,47.65,79.08,39.97,67.74,73.2,55.21,0.0,50.46,80.76,63.19
715,Ashley Johnson,STU0715,B.Tech CSE,61.15,6.94,31.99,60.28,60.26,80.37,46.38,60.15,50.41,25.33,0.0,60.78
716,Teresa Rodriguez,STU0716,B.Tech AIDS,54.35,34.55,9.52,65.74,43.35,63.92,96.6,0.0,32.51,44.77,86.37,9.09
717,Amber Keller,STU0717,B.Tech AIML,98.4,53.4,47.6,45.05,39.09,76.2,23.29,58.64,40.4,30.95,100.0,60.48
718,Dakota Ellis,STU0718,B.Tech CSE,65.33,78.44,14.47,93.81,0.0,30.78,38.52,64.54,55.47,45.83,49.7,25.55
719,Audrey Alexander,STU0719,B.Tech AIML,12.57,68.16,67.34,89.61,30.25,67.32,42.91,79.76,75.55,55.28,41.51,74.02
720,Roy Marquez,STU0720,B.Tech CSE,66.17,32.89,16.81,42.79,87.89,78.66,22.19,20.81,81.87,21.61,62.73,34.6
721,Kathryn Garcia,STU0721,B.Tech AIDS,90.43,30.74,78.58,54.62,56.3,0.74,0.0,44.49,56.17,21.87,22.78,64.04
722,Carlos Lopez,STU0722,B.Tech AIML,64.07,46.56,69.51,20.64,41.1,91.2,51.71,53.16,100.0,15.02,69.91,91.6
723,Christopher Lawson,STU0723,B.Tech AIML,41.88,71.49,25.45,32.83,59.62,69.96,78.02,89.24,48.31,79.84,41.44,72.55
724,Veronica Hubbard,STU0724,B.Tech AIDS,55.19,61.14,60.59,9.88,21.9,52.56,7.82,70.78,71.79,58.18,21.97,84.5
725,Chad Bradley,STU0725,B.Tech AIDS,100.0,53.68,62.76,55.04,63.26,47.01,49.14,72.64,100.0,15.0,47.4,20.49
726,Timothy Ashley,STU0726,B.Tech CSE,89.8,35.31,13.92,65.95,93.61,66.59,55.12,60.23,85.37,28.15,47.2,38.68
727,Kaitlin Ford,STU0727,B.Tech CSE,20.8,41.79,77.69,64.17,66.11,53.66,63.08,29.99,42.26,54.8,56.94,58.0
728,Ashley Hall,STU0728,B.Tech AIML,46.54,40.56,100.0,72.67,60.33,44.17,38.72,46.73,57.32,2.99,10.77,34.08
729,Felicia Sosa,STU0729,B.Tech AIML,55.18,44.02,86.95,12.94,31.22,88.0,53.28,72.12,100.0,32.65,47.52,43.19
730,Stacy Peterson,STU0730,B.Tech AIDS,1.14,42.24,72.03,63.51,65.48,40.61,33.6,81.73,37.57,57.35,54.08,86.54
731,Angela Wyatt,STU0731,B.Tech AIDS,74.29,17.62,20.31,64.47,48.39,38.62,75.39,54.69,51.31,69.5,40.62,89.21
732,Robert Campbell,STU0732,B.Tech CSE,30.3,66.42,85.85,15.57,41.42,78.56,78.93,45.71,31.63,73.9,79.59,20.88
733,Mrs. Rebecca Brewer,STU0733,B.Tech CSE,19.9,55.63,65.73,42.52,66.98,32.25,0.0,39.4,51.58,43.1,21.03,4.61
734,Michelle Gates,STU0734,B.Tech CSE,37.15,72.44,81.4,79.69,29.6,21.16,62.42,65.88,60.0,0.0,28.33,49.26
735,Brandon Wilson,STU0735,B.Tech CSE,62.18,69.18,53.61,58.27,52.12,67.14,57.82,51.64,43.29,52.03,62.11,56.69
736,John Cannon,STU0736,B.Tech CSE,59.52,83.57,56.63,33.78,72.09,15.85,22.96,58.4,62.91,18.87,40.43,34.85
737,Brandon Evans,STU0737,B.Tech CSE,37.83,73.59,67.66,49.52,36.35,16.26,85.5,64.8,32.33,67.99,48.24,42.82
738,Penny Buckley,STU0738,B.Tech AIML,60.88,31.46,41.41,53.04,37.51,66.73,96.73,31.14,8.37,0.0,46.24,33.42
739,Rebecca Douglas,STU0739,B.Tech CSE,55.2,53.31,9.92,4.63,57.4,53.39,39.35,8.57,61.78,81.8,56.95,28.81
740,Veronica Manning,STU0740,B.Tech AIML,51.11,15.85,76.45,52.05,5.8,42.48,61.58,41.67,43.1,19.39,64.16,33.79
741,Heather Ford,STU0741,B.Tech AIDS,0.0,40.72,74.53,40.33,93.45,60.72,58.47,46.79,48.29,43.41,42.44,63.27
742,Paul Fields MD,STU0742,B.Tech CSE,26.6,23.1,21.92,100.0,63.26,57.61,23.56,65.58,47.09,55.35,25.58,54.01
743,John Ramirez,STU0743,B.Tech AIML,39.4,30.86,68.35,11.56,64.12,67.11,28.01,29.49,44.42,57.05,46.18,60.84
744,Ryan Clark,STU0744,B.Tech AIDS,94.07,37.31,7.12,70.65,92.08,59.82,22.81,46.9,22.04,66.07,16.22,42.5
745,Richard Chen,STU0745,B.Tech AIML,24.89,53.17,40.84,54.42,50.56,25.33,65.67,48.78,25.29,100.0,61.91,46.17
746,Dana Parsons,STU0746,B.Tech CSE,85.38,96.05,46.37,58.68,25.3,46.32,45.02,54.62,58.32,64.0,55.94,19.73
747,Randy Smith,STU0747,B.Tech AIML,26.54,36.34,42.94,76.27,20.93,41.06,73.83,42.5,61.51,46.51,56.42,44.29
748,Elizabeth Bryant,STU0748,B.Tech CSE,66.68,11.37,40.92,57.41,63.34,87.32,40.22,86.99,33.52,83.22,70.44,27.16
749,Kim Goodwin,STU0749,B.Tech AIDS,57.68,48.72,65.64,44.42,42.32,84.23,47.53,70.66,44.37,91.67,33.04,34.65
750,Joy Terry,STU0750,B.Tech CSE,88.11,38.88,90.03,72.3,46.13,4.67,49.52,52.54,79.18,89.71,32.88,70.03
751,Stephen Smith,STU0751,B.Tech AIDS,69.14,76.84,62.47,1.44,46.11,21.11,44.93,74.5,57.63,78.7,58.54,17.54
752,Allen Haynes,STU0752,B.Tech AIML,0.0,53.72,44.65,25.58,7.48,31.63,45.14,66.65,54.72,90.2,24.11,72.03
753,Jonathan Hamilton,STU0753,B.Tech CSE,51.18,67.37,39.09,76.79,57.38,33.01,49.7,44.01,62.23,20.51,49.27,59.88
754,John Knight,STU0754,B.Tech AIDS,50.83,83.67,69.35,49.81,55.42,57.39,60.08,4.36,42.46,12.89,81.96,48.48
755,Isaac Flowers,STU0755,B.Tech AIML,45.17,72.42,60.56,21.78,48.23,41.62,6.39,32.74,45.41,47.13,12.94,78.79
756,Carrie Joyce,STU0756,B.Tech AIDS,47.45,50.94,60.02,30.3,61.41,40.82,27.59,64.34,87.29,68.12,73.07,36.98
757,Brian Fisher,STU0757,B.Tech CSE,10.06,87.25,100.0,88.57,41.61,21.13,23.36,7.91,47.32,90.14,46.46,57.56
758,Jennifer Arnold,STU0758,B.Tech AIML,84.39,39.9,100.0,99.8,46.72,35.56,67.43,41.31,21.09,82.03,80.41,53.89
759,Cynthia Carpenter,STU0759,B.Tech AIDS,18.43,19.26,52.68,37.5,41.47,75.55,68.33,84.45,25.23,41.42,68.97,61.2
760,David Garrett,STU0760,B.Tech AIML,88.31,60.51,96.2,63.5,76.55,41.91,50.36,72.77,90.32,68.23,47.92,84.43
761,Gabrielle Simpson,STU0761,B.Tech AIDS,0.0,14.44,67.04,50.35,65.14,51.61,64.27,29.64,64.26,74.86,80.51,100.0
